,cluster_id_pair1,Name_pair1,City_pair1,Zip_pair1,Address_pair1,gender_field_pair1,source_pair1,age_pair1,cluster_id_pair2,Name_pair2,City_pair2,Zip_pair2,Address_pair2,gender_field_pair2,source_pair2,age_pair2
872,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
873,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
874,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
875,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
876,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
877,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
878,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
879,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
880,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
881,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
882,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
883,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
884,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
886,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
887,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
888,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
889,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
890,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
891,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
892,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
893,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
894,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
895,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
896,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
897,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
898,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
899,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
900,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
901,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
902,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
903,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
904,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
905,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
906,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
907,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
908,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
909,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
910,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
911,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
912,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
913,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
914,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
915,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
916,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
917,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
918,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
919,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
920,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
921,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
922,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
923,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
924,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
925,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
926,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
927,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
928,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
930,341,amba food mart,jacksonville,322253256,13547atlanticblvd,gender_field,pbna,,533,first coast energy 1016,jacksonville,322253132,13490atlanticblvd,gender_field,pbna,
931,342,hagan ace hardware,orangepark,320656702,1022blandingblvd,gender_field,pbna,,365,blanding grocery,middleburg,320686335,2816blandingblvd,gender_field,pbna,
932,342,hagan ace hardware,orangepark,320656702,1022blandingblvd,gender_field,pbna,,407,publix 0668,orangepark,320735051,410blandingblvd,gender_field,pbna,
933,342,hagan ace hardware,orangepark,320656702,1022blandingblvd,gender_field,pbna,,418,winn-dixie 0093,middleburg,320685648,2720blandingblvd,gender_field,pbna,
934,342,hagan ace hardware,orangepark,320656702,1022blandingblvd,gender_field,pbna,,419,publix 0736,middleburg,320689107,2640blandingblvd,gender_field,pbna,
935,365,blanding grocery,middleburg,320686335,2816blandingblvd,gender_field,pbna,,407,publix 0668,orangepark,320735051,410blandingblvd,gender_field,pbna,
937,365,blanding grocery,middleburg,320686335,2816blandingblvd,gender_field,pbna,,419,publix 0736,middleburg,320689107,2640blandingblvd,gender_field,pbna,
938,407,publix 0668,orangepark,320735051,410blandingblvd,gender_field,pbna,,418,winn-dixie 0093,middleburg,320685648,2720blandingblvd,gender_field,pbna,
939,407,publix 0668,orangepark,320735051,410blandingblvd,gender_field,pbna,,419,publix 0736,middleburg,320689107,2640blandingblvd,gender_field,pbna,
940,418,winn-dixie 0093,middleburg,320685648,2720blandingblvd,gender_field,pbna,,419,publix 0736,middleburg,320689107,2640blandingblvd,gender_field,pbna,
941,346,best price variety,middleburg,320683554,5118countyroad218,gender_field,pbna,,414,walmart sc 2920,orangepark,320037926,1505countyroad220,gender_field,pbna,
942,346,best price variety,middleburg,320683554,5118countyroad218,gender_field,pbna,,420,walmart sc 3308,middleburg,32068,1580brannanrd,gender_field,pbna,
943,346,best price variety,middleburg,320683554,5118countyroad218,gender_field,pbna,,439,circle k 2745039,yulee,320972621,462480stateroad200,gender_field,pbna,
944,346,best price variety,middleburg,320683554,5118countyroad218,gender_field,pbna,,440,circle k 2745093,yulee,320975449,462580stateroad200,gender_field,pbna,
945,346,best price variety,middleburg,320683554,5118countyroad218,gender_field,pbna,,479,dollar general 01333,callahan,320113832,450019stateroad200,gender_field,pbna,
946,346,best price variety,middleburg,320683554,5118countyroad218,gender_field,pbna,,489,circle k 2726056,callahan,320117727,540684lemturnerrd,gender_field,pbna,
947,346,best price variety,middleburg,320683554,5118countyroad218,gender_field,pbna,,510,winn-dixie 0151,callahan,32011,306e1stave,gender_field,pbna,
948,414,walmart sc 2920,orangepark,320037926,1505countyroad220,gender_field,pbna,,420,walmart sc 3308,middleburg,32068,1580brannanrd,gender_field,pbna,
949,414,walmart sc 2920,orangepark,320037926,1505countyroad220,gender_field,pbna,,439,circle k 2745039,yulee,320972621,462480stateroad200,gender_field,pbna,
950,414,walmart sc 2920,orangepark,320037926,1505countyroad220,gender_field,pbna,,440,circle k 2745093,yulee,320975449,462580stateroad200,gender_field,pbna,
951,414,walmart sc 2920,orangepark,320037926,1505countyroad220,gender_field,pbna,,479,dollar general 01333,callahan,320113832,450019stateroad200,gender_field,pbna,
952,414,walmart sc 2920,orangepark,320037926,1505countyroad220,gender_field,pbna,,489,circle k 2726056,callahan,320117727,540684lemturnerrd,gender_field,pbna,
953,414,walmart sc 2920,orangepark,320037926,1505countyroad220,gender_field,pbna,,510,winn-dixie 0151,callahan,32011,306e1stave,gender_field,pbna,
954,420,walmart sc 3308,middleburg,32068,1580brannanrd,gender_field,pbna,,439,circle k 2745039,yulee,320972621,462480stateroad200,gender_field,pbna,
955,420,walmart sc 3308,middleburg,32068,1580brannanrd,gender_field,pbna,,440,circle k 2745093,yulee,320975449,462580stateroad200,gender_field,pbna,
956,420,walmart sc 3308,middleburg,32068,1580brannanrd,gender_field,pbna,,479,dollar general 01333,callahan,320113832,450019stateroad200,gender_field,pbna,
957,420,walmart sc 3308,middleburg,32068,1580brannanrd,gender_field,pbna,,489,circle k 2726056,callahan,320117727,540684lemturnerrd,gender_field,pbna,
958,420,walmart sc 3308,middleburg,32068,1580brannanrd,gender_field,pbna,,510,winn-dixie 0151,callahan,32011,306e1stave,gender_field,pbna,
959,439,circle k 2745039,yulee,320972621,462480stateroad200,gender_field,pbna,,440,circle k 2745093,yulee,320975449,462580stateroad200,gender_field,pbna,
960,439,circle k 2745039,yulee,320972621,462480stateroad200,gender_field,pbna,,479,dollar general 01333,callahan,320113832,450019stateroad200,gender_field,pbna,
961,439,circle k 2745039,yulee,320972621,462480stateroad200,gender_field,pbna,,489,circle k 2726056,callahan,320117727,540684lemturnerrd,gender_field,pbna,
962,439,circle k 2745039,yulee,320972621,462480stateroad200,gender_field,pbna,,510,winn-dixie 0151,callahan,32011,306e1stave,gender_field,pbna,
963,440,circle k 2745093,yulee,320975449,462580stateroad200,gender_field,pbna,,479,dollar general 01333,callahan,320113832,450019stateroad200,gender_field,pbna,
964,440,circle k 2745093,yulee,320975449,462580stateroad200,gender_field,pbna,,489,circle k 2726056,callahan,320117727,540684lemturnerrd,gender_field,pbna,
965,440,circle k 2745093,yulee,320975449,462580stateroad200,gender_field,pbna,,510,winn-dixie 0151,callahan,32011,306e1stave,gender_field,pbna,
966,479,dollar general 01333,callahan,320113832,450019stateroad200,gender_field,pbna,,489,circle k 2726056,callahan,320117727,540684lemturnerrd,gender_field,pbna,
967,479,dollar general 01333,callahan,320113832,450019stateroad200,gender_field,pbna,,510,winn-dixie 0151,callahan,32011,306e1stave,gender_field,pbna,
968,489,circle k 2726056,callahan,320117727,540684lemturnerrd,gender_field,pbna,,510,winn-dixie 0151,callahan,32011,306e1stave,gender_field,pbna,
969,350,hagan ace hardware,staugustine,320866306,3050ushighway1s,gender_field,pbna,,354,pats discount store,staugustine,320864237,2110ushighway1s,gender_field,pbna,
970,355,broudy liquors 3-chill,staugustine,320843500,35nponcedeleonblvd,gender_field,pbna,,368,north ponce shell,staugustine,320842628,2350nponcedeleonblvd,gender_field,pbna,
971,385,emesa express no 2,fernandinabeach,320344452,2135sadlerrd,gender_field,pbna,,454,harris teeter 0034 csd,fernandinabeach,320345597,4800firstcoasthwy,gender_field,pbna,
972,385,emesa express no 2,fernandinabeach,320344452,2135sadlerrd,gender_field,pbna,,454,harris teeter 0034 ncb,fernandinabeach,320345597,4800firstcoasthwy,gender_field,pbna,
973,385,emesa express no 2,fernandinabeach,320344452,2135sadlerrd,gender_field,pbna,,459,circle k 2745033,fernandinabeach,320348680,3062s8thst,gender_field,pbna,
974,385,emesa express no 2,fernandinabeach,320344452,2135sadlerrd,gender_field,pbna,,460,circle k 2745036,fernandinabeach,320342262,2809atlanticave,gender_field,pbna,
975,385,emesa express no 2,fernandinabeach,320344452,2135sadlerrd,gender_field,pbna,,461,winn-dixie 0084,fernandinabeach,320343073,1745s8thst,gender_field,pbna,
